text,label
Scalia's death boosts legal chances for Obama's climate plan,Human
Republican presidential candidate Cruz proposes military boost,Human
"Foreclosure crisis snarls Clinton, Sanders' efforts to reach Nevada voters",Human
Supreme Court fight gives Democrats fuel to regain U.S. Senate control,Human
Vietnam PM wants stronger U.S. role in South China Sea,Human
Jeb Bush gets a brotherly hand from George W. in South Carolina,Human
Israeli kibbutz can 'feel the Bern' of forgotten volunteer Sanders,Human
"Obama, Southeast Asia leaders eye China and trade at California summit",Human
Obama starts work to pick Supreme Court justice amid political 'bluster',Human
"Obama: U.S., Southeast Asia can advance 'shared vision' on maritime disputes",Human
Trump vows to sue Cruz over birthplace if 'false ads' stay up,Human
Asian-American judges among Obama's options as he seeks to replace Scalia,Human
Obama to nominate Supreme Court justice when Senate returns: White House,Human
Senator McCain says could subpoena U.S. sailors held by Iran,Human
Indian-American judge who could replace Scalia worked on controversial cases for business,Human
Ruling on Supreme Court Justice Scalia's cause of death may take days: judge,Human
Republican debate draws 13.5 million viewers for CBS: network,Human
Reaction to death of U.S. Justice Scalia,Human
Obama statement on death of Supreme Court Justice Scalia,Human
Supreme Court vacancy upends presidential race,Human
"Refusing to sit on lead, Trump gets bitter in Republican debate",Human
Trump would tax Carrier air conditioning units for moving to Mexico,Human
Senate leader McConnell says wait on replacing Scalia,Human
Scalia's death set to affect court's rulings in current term,Human
Justice Scalia received last rites from Catholic priest at Texas ranch,Human
U.S. recovers Hellfire air-to-ground missile from Cuba,Human
Loser! Jerk! Insults fly on Republican campaign trail,Human
"Clinton, Sanders clash over Obama as they vie for minority votes",Human
"From a river town in Slovenia to Trump Tower, and the White House?",Human
Young blacks more open to Bernie Sanders' White House bid,Human
"Senate passes 'provocative' China bill, Cruz lifts nominee holds",Human
"Trump, Bush and Cruz to be elbow-to-elbow at CBS debate ",Human
Former Virginia Governor Gilmore drops Republican presidential bid,Human
U.S. and Cuba to sign aviation pact on Feb. 16,Human
Kristie Kenney named State Department's new counselor,Human
"Congress passes tougher North Korea sanctions, sends bill to Obama",Human
Obama will not block North Korea sanctions bill: White House,Human
"Michigan governor, EPA to testify at House panel on Flint",Human
"Biden, Poroshenko discuss reforms needed in Ukraine: White House",Human
House seen passing North Korea sanctions bill Friday,Human
Louisiana governor says state's finances in dire situation,Human
House panel approves plan to privatize air traffic control,Human
"Obama to sign customs, trade enforcement bill into law: White House",Human
Senate panel to hear from U.S. antitrust bosses,Human
Defense Department promises plan to defeat Islamic State,Human
Obama says confident in legal footing after Supreme Court carbon decision,Human
Longtime Trump advisor Scavino appointed his social media director,Human
State Dept. subpoenaed documents from Clinton Foundation: report,Human
Congress approves permanent Internet access tax ban,Human
Obama to nominate acting Education Secretary King to fill post permanently,Human
George W. Bush to make first appearance for brother Jeb,Human
Obama carbon plan will survive court ruling: EPA,Human
Black U.S. lawmakers group endorses Clinton White House bid,Human
Former Senator Webb rules out independent presidential bid,Human
House Speaker Ryan: Not enough support for TPP vote,Human
Puerto Rico senate approves bill to restructure utility PREPA,Human
"U.S. can still hit climate goals despite Supreme Court pause, White House says",Human
"Despite carbon ruling, White House says U.S. can meet climate deal goals",Human
High court emissions ruling won't deter clean energy drive,Human
Trump shows his presidential bid is no mere publicity stunt,Human
Senate unanimously backs tougher North Korea sanctions,Human
"McCain presses U.S. Air Force, Pentagon over Russian engines",Human
White House says opposes House bill on restaurant calories,Human
House passes bill requiring EPA actions on lead-laced water,Human
"In Illinois homecoming, Obama calls for improved tone in U.S. politics",Human
Obama plan to ease new U.S. visa limits faces skeptics in Congress,Human
Ohio House passes bill to deny funds to Planned Parenthood,Human
Embattled Pennsylvania attorney general survives Senate removal vote,Human
New York City budget boss to state: We're not a 'piggy bank',Human
U.S. can meet Paris climate deal goals despite court ruling: White House,Human
"Republicans Christie, Fiorina drop White House bids",Human
A breakfast in Harlem underscores key challenge for White House hopeful Sanders,Human
New Jersey Gov. Christie drops 2016 Republican presidential bid: aide,Human
Republican Christie assesses future of White House bid,Human
Republicans' feud threatens to reignite fiscal battles,Human
No love lost with Daily News after Trump wins New Hampshire,Human
"In crucial vote, Hillary Clinton fails to rally women to her history-making bid",Human
Republican N.J. Governor Christie to end White House bid: media,Human
Obama's proposed oil tax 'dead on arrival': U.S. House Republicans,Human
Trump for president? Ladbrokes odds improve after New Hampshire,Human
"Concerned by cyber threat, Obama seeks big increase in funding",Human
U.S. lawmakers seek to bar states from mandating encryption weaknesses,Human
"Trump raps Merkel over migrants, says U.S. could have good relations with Putin",Human
Pentagon budget requests $146 million in support for Israel defense,Human
Supreme Court blocks Obama carbon emissions plan,Human
Democratic nomination will likely be won in March: Clinton campaign manager,Human
Obama proposes $4.1 trillion spending plan in final White House budget,Human
Pentagon seeks $583 billion budget for 2017; Republicans say not enough,Human
Michigan treasurer calls for quick action on Detroit school bills,Human
Republican senator: Obama administration already has funds for Zika,Human
Factbox: What is in Obama's final budget proposal?,Human
Senate unanimously approves Myanmar ambassador nominee,Human
Yellen faces tough sell on Fed rate hikes in Congress,Human
McCain: Obama budget request 'inadequate' to face security threats,Human
U.S. has room to fight any future downturn with spending: Furman,Human
Obama to propose $200 million to battle Islamist militants in Africa,Human
Pentagon's No. 2 says cut in LCS ship program 'not an indictment',Human
Pennsylvania $2 bln budget gap is 'time bomb': governor,Human
Pentagon says military intelligence accounts for $16.8 billion in FY17 budget,Human
Obama budget envisions $2.9 trillion in 10-year deficit reduction,Human
Obama urges doubling tax credit for low-income childless workers,Human
Obama calls for updates to government IT to protect Americans,Human
White House debt path view tied to optimistic growth forecast,Human
What will be in Obama's final budget proposal?,Human
Woman who accused Bill Clinton of assault to campaign against Hillary presidential run,Human
Trump versus Jeb in New Hampshire on day before crucial primary,Human
"Before New Hampshire primary, Trump campaign shows mellower side ",Human
Obama seeks funds to fight Zika; sees no cause for panic,Human
U.S. health official: Widespread Zika vaccine not likely to be available for years,Human
Former NYC Mayor Bloomberg says eyeing 2016 run for president: FT,Human
Clinton campaign denies staffing changes in works,Human
Potential New Hampshire spoiler Kasich could pose threat to Rubio,Human
"Obama to call for increases in budget for SEC, CFTC: White House",Human
Lawyers see limited legal options for workers sent in Zika's way,Human
"Obama, Canada's Trudeau discuss fight against Islamic State: White House",Human
Corporate winners of Obama budget still face long odds,Human
House committee to hold Puerto Rico hearing Feb. 25,Human
"Obama, Italy's Mattarella discuss fight against Islamic State in Libya",Human
"Exclusive: Presidential hopefuls Sanders, Clinton in dead heat - Reuters/Ipsos poll",Human
Democratic donor contacts Biden allies about possible run,Human
Factbox: What will be in Obama's final budget proposal?,Human
Clinton slams student loan servicer Navient as misleading,Human
"Rubio falters in presidential debate, offering hope to rivals",Human
